new_complaint_id,new_complaint_category,new_customer_id,new_customer_name,new_customer_country,new_communication_channel,new_complaint_description,new_complaint_product_type,new_complaint_priority,new_department_assigend,new_complaint_date,new_complaint_status
197,billing,1197,Customer_197,Morocco,Mobile App,i was charged twice for my cleanser purchase.,Cleanser,4,Finance Department,2025-10-18,in_progress
198,refund,1198,Customer_198,Nigeria,Phone Call,I requested a refund for my Kohl but have not received it.,Kohl,3,Customer Support,2025-09-29,resolved
199,product_quality,1199,Customer_199,Ghana,Mobile App,The Kohl does not perform as advertised.,Kohl,1,Quality Control Department,2025-09-23,resolved
200,customer_service,1200,Customer_200,Egypt,Website,I contacted support about my Lipstick and never received a helpful response.,Lipstick,3,Customer Support,2025-12-22,resolved
201,delivery,1201,Customer_201,Kenya,Email,My Foundation order arrived much later than expected.,Foundation,5,Delivery Department,2025-12-16,resolved
202,refund,1202,Customer_202,Ghana,Phone Call,I requested a refund for my Lipstick but have not received it.,Lipstick,3,Customer Support,2025-07-05,awaiting
203,delivery,1203,Customer_203,Morocco,Website,My Sunscreen order arrived much later than expected.,Sunscreen,3,Delivery Department,2025-08-28,awaiting
204,packaging,1204,Customer_204,Kenya,Mobile App,the lipstick arrived with damaged packaging and i am disappointed.,Lipstick,4,Packaging Department,2025-07-29,awaiting
205,packaging,1205,Customer_205,Morocco,Phone Call,The Eyeshadow arrived with damaged packaging and I am disappointed.,Eyeshadow,4,Packaging Department,2025-10-10,awaiting
206,product_quality,1206,Customer_206,Nigeria,Phone Call,The Foundation does not perform as advertised.,Foundation,1,Quality Control Department,2025-06-05,in_progress
207,packaging,1207,Customer_207,Algeria,Email,The Sunscreen arrived with damaged packaging and I am disappointed.,Sunscreen,5,Packaging Department,2025-05-09,in_progress
208,refund,1208,Customer_208,Nigeria,Phone Call,I requested a refund for my Concealer but have not received it.,Concealer,4,Customer Support,2025-10-31,awaiting
209,packaging,1209,Customer_209,Egypt,Email,The Kohl arrived with damaged packaging and I am disappointed.,Kohl,3,Packaging Department,2025-01-15,in_progress
210,packaging,1210,Customer_210,Egypt,Mobile App,The Kohl arrived with damaged packaging and I am disappointed.,Kohl,2,Packaging Department,2025-11-13,awaiting
211,packaging,1211,Customer_211,Ghana,Mobile App,The Kohl arrived with damaged packaging and I am disappointed.,Kohl,3,Packaging Department,2025-06-02,resolved
212,packaging,1212,Customer_212,Morocco,Phone Call,The Cleanser arrived with damaged packaging and I am disappointed.,Cleanser,3,Packaging Department,2025-06-10,awaiting
213,delivery,1213,Customer_213,Egypt,Email,My Eyeshadow order arrived much later than expected.,Eyeshadow,3,Delivery Department,2025-06-13,in_progress
214,product_quality,1214,Customer_214,Kenya,Mobile App,The Eyeliner does not perform as advertised.,Eyeliner,1,Quality Control Department,2025-05-08,in_progress
215,billing,1215,Customer_215,Egypt,Mobile App,I was charged twice for my Primer purchase.,Primer,2,Finance Department,2025-09-13,resolved
216,product_quality,1216,Customer_216,Ghana,Website,The Lipstick does not perform as advertised.,Lipstick,5,Quality Control Department,2025-01-25,in_progress
217,delivery,1217,Customer_217,Egypt,Email,My Primer order arrived much later than expected.,Primer,3,Delivery Department,2025-02-25,resolved
218,packaging,1218,Customer_218,Kenya,Email,The Eyeliner arrived with damaged packaging and I am disappointed.,Eyeliner,3,Packaging Department,2025-10-19,awaiting
219,delivery,1219,Customer_219,Egypt,Website,My Concealer order arrived much later than expected.,Concealer,3,Delivery Department,2025-11-16,awaiting
220,refund,1220,Customer_220,Morocco,Website,I requested a refund for my Foundation but have not received it.,Foundation,4,Customer Support,2025-03-15,in_progress
221,refund,1221,Customer_221,Morocco,Mobile App,I requested a refund for my Body Lotion but have not received it. please help!!!,Body Lotion,2,Customer Support,2025-09-23,resolved
222,packaging,1222,Customer_222,Kenya,Website,the concealer arrived with damaged packaging and i am disappointed.,Concealer,3,Packaging Department,2025-10-31,resolved
223,product_quality,1223,Customer_223,Algeria,Email,The Concealer does not perform as advertised.,Concealer,3,Quality Control Department,2025-07-08,resolved
224,refund,1224,Customer_224,Tunisia,Email,I requested a refund for my Body Lotion but have not received it.,Body Lotion,4,Customer Support,2025-11-02,resolved
225,delivery,1225,Customer_225,Tunisia,Email,My Kohl order arrived much later than expected.,Kohl,3,Delivery Department,2025-10-26,resolved
226,packaging,1226,Customer_226,Algeria,Phone Call,The Kohl arrived with damaged packaging and I am disappointed.,Kohl,3,Packaging Department,2025-01-17,awaiting
227,customer_service,1227,Customer_227,Kenya,Phone Call,I contacted support about my Lipstick and never received a helpful response.,Lipstick,3,Customer Support,2025-07-30,awaiting
228,billing,1228,Customer_228,Ghana,Phone Call,I was charged twice for my Blush purchase.,Blush,1,Finance Department,2025-10-15,resolved
229,customer_service,1229,Customer_229,Egypt,Website,I contacted support about my Blush and never received a helpful response.,Blush,2,Customer Support,2025-10-07,resolved
230,refund,1230,Customer_230,Ghana,Phone Call,I requested a refund for my Kohl but have not received it.,Kohl,4,Customer Support,2025-05-23,awaiting
231,delivery,1231,Customer_231,Kenya,Website,My Eyeliner order arrived much later than expected.,Eyeliner,4,Delivery Department,2025-09-03,resolved
232,product_quality,1232,Customer_232,Kenya,Website,The Eyeliner does not perform as advertised.,Eyeliner,3,Quality Control Department,2025-03-16,resolved
233,packaging,1233,Customer_233,Kenya,Phone Call,The Lipstick arrived with damaged packaging and I am disappointed.,Lipstick,2,Packaging Department,2025-04-14,awaiting
234,delivery,1234,Customer_234,Egypt,Phone Call,My Concealer order arrived much later than expected.,Concealer,4,Delivery Department,2025-05-05,in_progress
235,refund,1235,Customer_235,Morocco,Mobile App,I requested a refund for my Concealer but have not received it.,Concealer,2,Customer Support,2025-02-21,awaiting
236,billing,1236,Customer_236,Tunisia,Mobile App,I was charged twice for my Cleanser purchase.,Cleanser,2,Finance Department,2025-09-02,awaiting
237,delivery,1237,Customer_237,Nigeria,Phone Call,My Eyeliner order arrived much later than expected.,Eyeliner,5,Delivery Department,2025-10-01,awaiting
238,billing,1238,Customer_238,Ghana,Email,I was charged twice for my Cleanser purchase.,Cleanser,5,Finance Department,2025-07-23,resolved
239,delivery,1239,Customer_239,Nigeria,Website,My Eyeliner order arrived much later than expected. please help!!!,Eyeliner,3,Delivery Department,2025-05-26,resolved
240,customer_service,1240,Customer_240,Egypt,Mobile App,I contacted support about my Concealer and never received a helpful response.,Concealer,2,Customer Support,2025-05-20,in_progress
241,billing,1241,Customer_241,Ghana,Email,I was charged twice for my Eyeshadow purchase.,Eyeshadow,2,Finance Department,2025-06-22,resolved
242,product_quality,1242,Customer_242,Algeria,Mobile App,The Sunscreen does not perform as advertised.,Sunscreen,5,Quality Control Department,2025-09-21,resolved
243,packaging,1243,Customer_243,Ghana,Email,the kohl arrived with damaged packaging and i am disappointed.,Kohl,3,Packaging Department,2025-05-14,resolved
244,delivery,1244,Customer_244,Nigeria,Website,My Eyeliner order arrived much later than expected.,Eyeliner,4,Delivery Department,2025-12-01,resolved
245,refund,1245,Customer_245,Tunisia,Website,I requested a refund for my Cleanser but have not received it.,Cleanser,2,Customer Support,2025-12-20,in_progress
246,refund,1246,Customer_246,Kenya,Phone Call,I requested a refund for my Eyeliner but have not received it.,Eyeliner,5,Customer Support,2025-08-21,awaiting
247,customer_service,1247,Customer_247,Egypt,Phone Call,I contacted support about my Eyeshadow and never received a helpful response.,Eyeshadow,3,Customer Support,2025-05-07,awaiting
248,billing,1248,Customer_248,Egypt,Email,I was charged twice for my Lipstick purchase.,Lipstick,3,Finance Department,2025-02-01,awaiting
249,customer_service,1249,Customer_249,Egypt,Mobile App,I contacted support about my Sunscreen and never received a helpful response.,Sunscreen,3,Customer Support,2025-03-01,awaiting
250,delivery,1250,Customer_250,Nigeria,Mobile App,My Primer order arrived much later than expected.,Primer,3,Delivery Department,2025-03-09,awaiting
251,product_quality,1251,Customer_251,Tunisia,Email,the primer does not perform as advertised.,Primer,4,Quality Control Department,2025-07-22,resolved
252,billing,1252,Customer_252,Nigeria,Email,I was charged twice for my Sunscreen purchase. please help!!!,Sunscreen,3,Finance Department,2025-02-05,resolved
253,packaging,1253,Customer_253,Tunisia,Mobile App,The Body Lotion arrived with damaged packaging and I am disappointed.,Body Lotion,4,Packaging Department,2025-07-11,resolved
254,product_quality,1254,Customer_254,Egypt,Phone Call,The Body Lotion does not perform as advertised.,Body Lotion,4,Quality Control Department,2025-12-01,resolved
255,packaging,1255,Customer_255,Algeria,Email,The Concealer arrived with damaged packaging and I am disappointed.,Concealer,5,Packaging Department,2025-01-12,resolved
256,product_quality,1256,Customer_256,Kenya,Website,The Concealer does not perform as advertised.,Concealer,2,Quality Control Department,2025-03-21,resolved
257,delivery,1257,Customer_257,Nigeria,Phone Call,my lipstick order arrived much later than expected.,Lipstick,4,Delivery Department,2025-04-16,in_progress
258,packaging,1258,Customer_258,Ghana,Email,The Cleanser arrived with damaged packaging and I am disappointed.,Cleanser,5,Packaging Department,2025-07-25,resolved
259,delivery,1259,Customer_259,Morocco,Phone Call,My Sunscreen order arrived much later than expected.,Sunscreen,2,Delivery Department,2025-10-22,resolved
260,product_quality,1260,Customer_260,Tunisia,Phone Call,The Kohl does not perform as advertised.,Kohl,5,Quality Control Department,2025-07-31,resolved
261,delivery,1261,Customer_261,Tunisia,Mobile App,My Concealer order arrived much later than expected.,Concealer,5,Delivery Department,2025-10-12,resolved
262,packaging,1262,Customer_262,Morocco,Mobile App,The Eyeshadow arrived with damaged packaging and I am disappointed.,Eyeshadow,4,Packaging Department,2025-07-29,in_progress
263,delivery,1263,Customer_263,Morocco,Phone Call,My Foundation order arrived much later than expected.,Foundation,5,Delivery Department,2025-08-26,in_progress
264,product_quality,1264,Customer_264,Ghana,Website,The Body Lotion does not perform as advertised.,Body Lotion,2,Quality Control Department,2025-11-28,in_progress
265,customer_service,1265,Customer_265,Morocco,Mobile App,i contacted support about my eyeshadow and never received a helpful response.,Eyeshadow,2,Customer Support,2025-12-11,awaiting
266,refund,1266,Customer_266,Egypt,Phone Call,I requested a refund for my Lipstick but have not received it.,Lipstick,4,Customer Support,2025-09-03,in_progress
267,customer_service,1267,Customer_267,Ghana,Email,I contacted support about my Eyeshadow and never received a helpful response.,Eyeshadow,2,Customer Support,2025-09-03,in_progress
268,refund,1268,Customer_268,Morocco,Mobile App,I requested a refund for my Sunscreen but have not received it.,Sunscreen,3,Customer Support,2025-08-27,awaiting
269,refund,1269,Customer_269,Nigeria,Mobile App,I requested a refund for my Eyeliner but have not received it.,Eyeliner,3,Customer Support,2025-06-13,in_progress
270,product_quality,1270,Customer_270,Nigeria,Website,the body lotion does not perform as advertised.,Body Lotion,4,Quality Control Department,2025-10-11,awaiting
271,product_quality,1271,Customer_271,Egypt,Phone Call,The Body Lotion does not perform as advertised.,Body Lotion,2,Quality Control Department,2025-09-13,awaiting
272,refund,1272,Customer_272,Tunisia,Mobile App,I requested a refund for my Kohl but have not received it.,Kohl,3,Customer Support,2025-08-24,in_progress
273,billing,1273,Customer_273,Egypt,Email,I was charged twice for my Eyeshadow purchase.,Eyeshadow,3,Finance Department,2025-09-26,in_progress
274,customer_service,1274,Customer_274,Kenya,Phone Call,I contacted support about my Lipstick and never received a helpful response.,Lipstick,4,Customer Support,2025-11-19,in_progress
275,packaging,1275,Customer_275,Egypt,Mobile App,the foundation arrived with damaged packaging and i am disappointed.,Foundation,3,Packaging Department,2025-12-04,resolved
276,packaging,1276,Customer_276,Morocco,Website,The Concealer arrived with damaged packaging and I am disappointed. please help!!!,Concealer,3,Packaging Department,2025-01-09,awaiting
277,billing,1277,Customer_277,Nigeria,Phone Call,I was charged twice for my Kohl purchase.,Kohl,2,Finance Department,2025-05-04,in_progress
278,refund,1278,Customer_278,Morocco,Mobile App,I requested a refund for my Eyeliner but have not received it.,Eyeliner,3,Customer Support,2025-08-24,awaiting
279,delivery,1279,Customer_279,Algeria,Email,My Sunscreen order arrived much later than expected.,Sunscreen,2,Delivery Department,2025-02-17,resolved
280,product_quality,1280,Customer_280,Nigeria,Mobile App,The Concealer does not perform as advertised.,Concealer,4,Quality Control Department,2025-08-11,awaiting
281,billing,1281,Customer_281,Nigeria,Phone Call,I was charged twice for my Primer purchase.,Primer,5,Finance Department,2025-04-19,awaiting
282,customer_service,1282,Customer_282,Morocco,Email,I contacted support about my Blush and never received a helpful response.,Blush,4,Customer Support,2025-04-02,resolved
283,packaging,1283,Customer_283,Kenya,Email,The Sunscreen arrived with damaged packaging and I am disappointed.,Sunscreen,4,Packaging Department,2025-06-03,in_progress
284,product_quality,1284,Customer_284,Morocco,Mobile App,The Primer does not perform as advertised.,Primer,5,Quality Control Department,2025-03-13,awaiting
285,billing,1285,Customer_285,Ghana,Email,I was charged twice for my Concealer purchase.,Concealer,2,Finance Department,2025-06-24,awaiting
286,billing,1286,Customer_286,Morocco,Mobile App,I was charged twice for my Primer purchase.,Primer,1,Finance Department,2025-09-09,in_progress
287,delivery,1287,Customer_287,Nigeria,Website,My Body Lotion order arrived much later than expected.,Body Lotion,4,Delivery Department,2025-05-07,awaiting
288,packaging,1288,Customer_288,Tunisia,Mobile App,The Eyeliner arrived with damaged packaging and I am disappointed.,Eyeliner,4,Packaging Department,2025-06-12,resolved
289,packaging,1289,Customer_289,Nigeria,Phone Call,The Cleanser arrived with damaged packaging and I am disappointed.,Cleanser,4,Packaging Department,2025-02-14,in_progress
290,product_quality,1290,Customer_290,Morocco,Email,The Concealer does not perform as advertised.,Concealer,1,Quality Control Department,2025-11-02,awaiting
291,billing,1291,Customer_291,Tunisia,Phone Call,i was charged twice for my body lotion purchase.,Body Lotion,4,Finance Department,2025-10-20,awaiting
292,packaging,1292,Customer_292,Ghana,Email,The Body Lotion arrived with damaged packaging and I am disappointed.,Body Lotion,3,Packaging Department,2025-03-27,resolved
293,delivery,1293,Customer_293,Ghana,Mobile App,My Eyeliner order arrived much later than expected. please help!!!,Eyeliner,2,Delivery Department,2025-11-01,awaiting
294,delivery,1294,Customer_294,Algeria,Mobile App,my lipstick order arrived much later than expected. please help!!!,Lipstick,3,Delivery Department,2025-06-18,resolved
295,delivery,1295,Customer_295,Tunisia,Phone Call,My Kohl order arrived much later than expected.,Kohl,3,Delivery Department,2025-09-03,resolved
296,packaging,1296,Customer_296,Kenya,Phone Call,The Body Lotion arrived with damaged packaging and I am disappointed.,Body Lotion,4,Packaging Department,2025-06-16,resolved
297,delivery,1297,Customer_297,Egypt,Phone Call,My Body Lotion order arrived much later than expected.,Body Lotion,2,Delivery Department,2025-12-16,awaiting
298,packaging,1298,Customer_298,Algeria,Email,The Blush arrived with damaged packaging and I am disappointed.,Blush,4,Packaging Department,2025-07-29,awaiting
299,product_quality,1299,Customer_299,Kenya,Mobile App,The Kohl does not perform as advertised.,Kohl,2,Quality Control Department,2025-02-07,resolved
300,customer_service,1300,Customer_300,Algeria,Mobile App,I contacted support about my Blush and never received a helpful response.,Blush,5,Customer Support,2025-10-06,in_progress
301,billing,1301,Customer_301,Nigeria,Email,I was charged twice for my Eyeshadow purchase.,Eyeshadow,3,Finance Department,2025-05-08,awaiting
302,refund,1302,Customer_302,Tunisia,Mobile App,I requested a refund for my Foundation but have not received it. please help!!!,Foundation,5,Customer Support,2025-06-19,resolved
303,packaging,1303,Customer_303,Egypt,Phone Call,The Lipstick arrived with damaged packaging and I am disappointed.,Lipstick,3,Packaging Department,2025-08-17,resolved
304,product_quality,1304,Customer_304,Nigeria,Mobile App,The Kohl does not perform as advertised.,Kohl,3,Quality Control Department,2025-02-23,resolved
305,product_quality,1305,Customer_305,Morocco,Website,the lipstick does not perform as advertised.,Lipstick,2,Quality Control Department,2025-08-22,in_progress
306,product_quality,1306,Customer_306,Morocco,Email,The Eyeshadow does not perform as advertised.,Eyeshadow,4,Quality Control Department,2025-06-03,in_progress
307,billing,1307,Customer_307,Algeria,Phone Call,i was charged twice for my lipstick purchase.,Lipstick,2,Finance Department,2025-05-05,awaiting
308,packaging,1308,Customer_308,Algeria,Mobile App,The Foundation arrived with damaged packaging and I am disappointed.,Foundation,3,Packaging Department,2025-11-19,in_progress
309,delivery,1309,Customer_309,Ghana,Mobile App,My Kohl order arrived much later than expected. please help!!!,Kohl,4,Delivery Department,2025-10-31,resolved
310,product_quality,1310,Customer_310,Nigeria,Email,The Sunscreen does not perform as advertised.,Sunscreen,4,Quality Control Department,2025-10-02,in_progress
311,product_quality,1311,Customer_311,Egypt,Website,The Sunscreen does not perform as advertised.,Sunscreen,5,Quality Control Department,2025-11-02,resolved
312,refund,1312,Customer_312,Ghana,Website,i requested a refund for my primer but have not received it.,Primer,3,Customer Support,2025-11-11,awaiting
313,packaging,1313,Customer_313,Morocco,Phone Call,The Foundation arrived with damaged packaging and I am disappointed.,Foundation,2,Packaging Department,2025-09-19,resolved
314,product_quality,1314,Customer_314,Egypt,Phone Call,The Foundation does not perform as advertised.,Foundation,3,Quality Control Department,2025-10-12,in_progress
315,product_quality,1315,Customer_315,Algeria,Website,The Foundation does not perform as advertised.,Foundation,4,Quality Control Department,2025-01-05,resolved
316,packaging,1316,Customer_316,Tunisia,Mobile App,The Body Lotion arrived with damaged packaging and I am disappointed.,Body Lotion,3,Packaging Department,2025-08-01,awaiting
317,customer_service,1317,Customer_317,Ghana,Website,I contacted support about my Blush and never received a helpful response.,Blush,4,Customer Support,2025-01-17,resolved
318,delivery,1318,Customer_318,Algeria,Mobile App,My Eyeliner order arrived much later than expected.,Eyeliner,4,Delivery Department,2025-10-09,awaiting
319,packaging,1319,Customer_319,Egypt,Email,The Lipstick arrived with damaged packaging and I am disappointed.,Lipstick,5,Packaging Department,2025-08-14,awaiting
320,delivery,1320,Customer_320,Morocco,Email,my body lotion order arrived much later than expected.,Body Lotion,4,Delivery Department,2025-08-19,resolved
321,delivery,1321,Customer_321,Ghana,Phone Call,My Lipstick order arrived much later than expected.,Lipstick,4,Delivery Department,2025-10-29,awaiting
322,delivery,1322,Customer_322,Ghana,Phone Call,My Primer order arrived much later than expected.,Primer,2,Delivery Department,2025-01-31,awaiting
323,delivery,1323,Customer_323,Morocco,Website,My Eyeliner order arrived much later than expected.,Eyeliner,5,Delivery Department,2025-10-21,resolved
324,customer_service,1324,Customer_324,Algeria,Mobile App,I contacted support about my Concealer and never received a helpful response.,Concealer,2,Customer Support,2025-01-31,resolved
325,customer_service,1325,Customer_325,Morocco,Phone Call,I contacted support about my Foundation and never received a helpful response.,Foundation,2,Customer Support,2025-12-13,resolved
326,product_quality,1326,Customer_326,Nigeria,Email,The Primer does not perform as advertised.,Primer,3,Quality Control Department,2025-07-26,awaiting
327,billing,1327,Customer_327,Algeria,Email,I was charged twice for my Eyeshadow purchase.,Eyeshadow,3,Finance Department,2025-08-23,awaiting
328,refund,1328,Customer_328,Kenya,Phone Call,I requested a refund for my Eyeshadow but have not received it.,Eyeshadow,3,Customer Support,2025-09-11,resolved
329,delivery,1329,Customer_329,Kenya,Website,My Eyeliner order arrived much later than expected.,Eyeliner,3,Delivery Department,2025-12-16,in_progress
330,packaging,1330,Customer_330,Algeria,Phone Call,The Kohl arrived with damaged packaging and I am disappointed.,Kohl,2,Packaging Department,2025-08-14,resolved
331,packaging,1331,Customer_331,Tunisia,Website,The Body Lotion arrived with damaged packaging and I am disappointed.,Body Lotion,2,Packaging Department,2025-03-23,resolved
332,packaging,1332,Customer_332,Ghana,Email,The Eyeshadow arrived with damaged packaging and I am disappointed.,Eyeshadow,5,Packaging Department,2025-07-22,awaiting
333,delivery,1333,Customer_333,Ghana,Mobile App,My Sunscreen order arrived much later than expected.,Sunscreen,2,Delivery Department,2025-02-09,in_progress
334,product_quality,1334,Customer_334,Algeria,Email,The Concealer does not perform as advertised. please help!!!,Concealer,4,Quality Control Department,2025-08-05,awaiting
335,packaging,1335,Customer_335,Nigeria,Website,The Lipstick arrived with damaged packaging and I am disappointed.,Lipstick,4,Packaging Department,2025-07-08,resolved
336,packaging,1336,Customer_336,Egypt,Email,The Foundation arrived with damaged packaging and I am disappointed.,Foundation,1,Packaging Department,2025-11-09,awaiting
337,packaging,1337,Customer_337,Kenya,Mobile App,The Eyeshadow arrived with damaged packaging and I am disappointed.,Eyeshadow,2,Packaging Department,2025-04-22,in_progress
338,customer_service,1338,Customer_338,Kenya,Website,I contacted support about my Foundation and never received a helpful response.,Foundation,3,Customer Support,2025-03-13,in_progress
339,delivery,1339,Customer_339,Morocco,Email,My Lipstick order arrived much later than expected.,Lipstick,4,Delivery Department,2025-12-04,resolved
340,delivery,1340,Customer_340,Nigeria,Phone Call,My Primer order arrived much later than expected.,Primer,3,Delivery Department,2025-09-11,resolved
341,packaging,1341,Customer_341,Nigeria,Website,The Blush arrived with damaged packaging and I am disappointed. please help!!!,Blush,5,Packaging Department,2025-06-12,in_progress
342,product_quality,1342,Customer_342,Kenya,Email,The Primer does not perform as advertised.,Primer,2,Quality Control Department,2025-01-09,awaiting
343,packaging,1343,Customer_343,Kenya,Website,The Eyeliner arrived with damaged packaging and I am disappointed.,Eyeliner,5,Packaging Department,2025-11-18,awaiting
344,product_quality,1344,Customer_344,Egypt,Phone Call,The Body Lotion does not perform as advertised.,Body Lotion,4,Quality Control Department,2025-05-23,in_progress
345,delivery,1345,Customer_345,Morocco,Mobile App,My Concealer order arrived much later than expected.,Concealer,2,Delivery Department,2025-10-28,awaiting
346,billing,1346,Customer_346,Tunisia,Phone Call,I was charged twice for my Kohl purchase. please help!!!,Kohl,4,Finance Department,2025-01-30,in_progress
347,packaging,1347,Customer_347,Tunisia,Phone Call,the body lotion arrived with damaged packaging and i am disappointed.,Body Lotion,1,Packaging Department,2025-03-03,in_progress
348,refund,1348,Customer_348,Algeria,Website,I requested a refund for my Cleanser but have not received it.,Cleanser,3,Customer Support,2025-03-27,resolved
349,packaging,1349,Customer_349,Morocco,Mobile App,The Eyeliner arrived with damaged packaging and I am disappointed.,Eyeliner,5,Packaging Department,2025-05-20,awaiting
350,packaging,1350,Customer_350,Nigeria,Mobile App,The Primer arrived with damaged packaging and I am disappointed.,Primer,3,Packaging Department,2025-10-18,in_progress
351,product_quality,1351,Customer_351,Nigeria,Phone Call,The Eyeliner does not perform as advertised.,Eyeliner,4,Quality Control Department,2025-09-18,in_progress
352,packaging,1352,Customer_352,Ghana,Phone Call,The Cleanser arrived with damaged packaging and I am disappointed.,Cleanser,3,Packaging Department,2025-01-19,awaiting
353,billing,1353,Customer_353,Tunisia,Website,I was charged twice for my Kohl purchase.,Kohl,3,Finance Department,2025-05-19,in_progress
354,product_quality,1354,Customer_354,Algeria,Email,The Lipstick does not perform as advertised.,Lipstick,2,Quality Control Department,2025-07-25,in_progress
355,customer_service,1355,Customer_355,Kenya,Email,I contacted support about my Eyeliner and never received a helpful response.,Eyeliner,2,Customer Support,2025-07-08,in_progress
356,delivery,1356,Customer_356,Kenya,Phone Call,My Eyeliner order arrived much later than expected.,Eyeliner,3,Delivery Department,2025-10-07,in_progress
357,packaging,1357,Customer_357,Tunisia,Email,the body lotion arrived with damaged packaging and i am disappointed.,Body Lotion,4,Packaging Department,2025-06-21,in_progress
358,billing,1358,Customer_358,Egypt,Phone Call,I was charged twice for my Body Lotion purchase.,Body Lotion,2,Finance Department,2025-08-03,resolved
359,customer_service,1359,Customer_359,Algeria,Mobile App,I contacted support about my Foundation and never received a helpful response.,Foundation,5,Customer Support,2025-12-25,resolved
360,product_quality,1360,Customer_360,Kenya,Email,The Lipstick does not perform as advertised.,Lipstick,4,Quality Control Department,2025-10-31,awaiting
361,packaging,1361,Customer_361,Morocco,Mobile App,The Kohl arrived with damaged packaging and I am disappointed.,Kohl,3,Packaging Department,2025-12-25,awaiting
362,delivery,1362,Customer_362,Algeria,Email,My Blush order arrived much later than expected. please help!!!,Blush,2,Delivery Department,2025-03-21,in_progress
363,packaging,1363,Customer_363,Algeria,Phone Call,The Blush arrived with damaged packaging and I am disappointed.,Blush,3,Packaging Department,2025-08-20,resolved
364,product_quality,1364,Customer_364,Tunisia,Email,the lipstick does not perform as advertised.,Lipstick,3,Quality Control Department,2025-04-21,resolved
365,packaging,1365,Customer_365,Morocco,Website,The Sunscreen arrived with damaged packaging and I am disappointed.,Sunscreen,1,Packaging Department,2025-03-31,in_progress
366,customer_service,1366,Customer_366,Nigeria,Phone Call,I contacted support about my Blush and never received a helpful response.,Blush,2,Customer Support,2025-03-04,in_progress
367,packaging,1367,Customer_367,Tunisia,Email,the sunscreen arrived with damaged packaging and i am disappointed.,Sunscreen,3,Packaging Department,2025-10-26,awaiting
368,delivery,1368,Customer_368,Kenya,Phone Call,my lipstick order arrived much later than expected. please help!!!,Lipstick,5,Delivery Department,2025-02-17,resolved
369,packaging,1369,Customer_369,Tunisia,Mobile App,the blush arrived with damaged packaging and i am disappointed.,Blush,3,Packaging Department,2025-09-12,in_progress
370,product_quality,1370,Customer_370,Morocco,Mobile App,The Body Lotion does not perform as advertised.,Body Lotion,2,Quality Control Department,2025-03-18,in_progress
371,refund,1371,Customer_371,Egypt,Mobile App,I requested a refund for my Primer but have not received it.,Primer,3,Customer Support,2025-02-01,in_progress
372,delivery,1372,Customer_372,Ghana,Email,My Foundation order arrived much later than expected.,Foundation,4,Delivery Department,2025-07-15,awaiting
373,delivery,1373,Customer_373,Morocco,Mobile App,My Concealer order arrived much later than expected.,Concealer,3,Delivery Department,2025-05-19,in_progress
374,packaging,1374,Customer_374,Nigeria,Mobile App,The Primer arrived with damaged packaging and I am disappointed.,Primer,4,Packaging Department,2025-09-29,resolved
375,billing,1375,Customer_375,Morocco,Email,I was charged twice for my Sunscreen purchase.,Sunscreen,4,Finance Department,2025-04-23,awaiting
376,customer_service,1376,Customer_376,Ghana,Phone Call,I contacted support about my Body Lotion and never received a helpful response.,Body Lotion,5,Customer Support,2025-10-31,resolved
377,billing,1377,Customer_377,Egypt,Phone Call,I was charged twice for my Eyeshadow purchase. please help!!!,Eyeshadow,4,Finance Department,2025-10-16,in_progress
378,customer_service,1378,Customer_378,Nigeria,Phone Call,I contacted support about my Blush and never received a helpful response.,Blush,1,Customer Support,2025-11-05,in_progress
379,packaging,1379,Customer_379,Ghana,Website,the blush arrived with damaged packaging and i am disappointed.,Blush,2,Packaging Department,2025-04-01,resolved
380,packaging,1380,Customer_380,Algeria,Website,The Foundation arrived with damaged packaging and I am disappointed.,Foundation,4,Packaging Department,2025-02-07,resolved
381,refund,1381,Customer_381,Ghana,Phone Call,I requested a refund for my Kohl but have not received it.,Kohl,3,Customer Support,2025-08-12,awaiting
382,customer_service,1382,Customer_382,Egypt,Website,I contacted support about my Kohl and never received a helpful response.,Kohl,3,Customer Support,2025-04-25,awaiting
383,product_quality,1383,Customer_383,Ghana,Email,The Foundation does not perform as advertised.,Foundation,3,Quality Control Department,2025-12-26,awaiting
384,product_quality,1384,Customer_384,Egypt,Phone Call,the primer does not perform as advertised.,Primer,5,Quality Control Department,2025-11-24,awaiting
385,packaging,1385,Customer_385,Morocco,Phone Call,the blush arrived with damaged packaging and i am disappointed.,Blush,2,Packaging Department,2025-11-22,in_progress
386,customer_service,1386,Customer_386,Morocco,Phone Call,I contacted support about my Kohl and never received a helpful response.,Kohl,3,Customer Support,2025-05-08,awaiting
387,packaging,1387,Customer_387,Kenya,Mobile App,The Eyeliner arrived with damaged packaging and I am disappointed.,Eyeliner,1,Packaging Department,2025-03-27,resolved
388,product_quality,1388,Customer_388,Algeria,Phone Call,The Body Lotion does not perform as advertised.,Body Lotion,4,Quality Control Department,2025-03-25,resolved
389,packaging,1389,Customer_389,Nigeria,Website,The Cleanser arrived with damaged packaging and I am disappointed.,Cleanser,5,Packaging Department,2025-03-29,resolved
390,packaging,1390,Customer_390,Egypt,Mobile App,The Lipstick arrived with damaged packaging and I am disappointed.,Lipstick,2,Packaging Department,2025-12-27,in_progress
